"sku","product_type","attribute_set_code","shortname","name","brand","manufacturer","trademark_owner","type_of_product","smart_cat","format","pouches_can","piece_box","net_weight_g","portionsize","weight_per_piece_g","net_weight_oz","coreflavor","flavor","is_unflavored","mixpack","multiplack","type_of_nicotine","nicotinemg","nicotine_mg_pouch","nicotine_mg_tablet","nicotine_mg_lozenge","nicotine_mg_gum","nicotine_mg_bit_or_plug","nicotine_mg_cotton_ball","country_of_manufacture","short_description","description","base_image","small_image","thumbnail_image","moisture","nicotine_strength","nikotinstyrka","unit","units_per_sku","contains_tobacco","contains_nicotine","ingredient_list","product_characteristics","product_websites","calculated_US_dots_pouch","Strength_w_suffix"
"CM-16765","Simple","Nicotine Pouches, Synthetic","Cotton Mouth Wintergreen","Cotton Mouth Wintergreen Nicotine Infused Cotton","Cotton Mouth","Nu-X Ventures","Turning Point Brands","Nicotine Infused Cotton","Nicotine Infused Cotton","Cotton Balls","","","11.0","","","0.38","Wintergreen","Wintergreen","No","No","No","Synthetic Nicotine","9.0","1.0","","","","","1.0","","<p>Cotton Mouth Wintergreen features a flavor of aromatic evergreen mint blended with light sweetness.</p>","<h2 class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""fglpu-0-0""><span data-offset-key=""fglpu-0-0"">Product Highlights</span></h2><ul><li class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""2b1tc-0-0""><span data-offset-key=""2b1tc-0-0"">Aromatic evergreen mint blends with light </span><span data-offset-key=""2b1tc-2-0"">sweetness.</span></li><li class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""9jni2-0-0""><span data-offset-key=""9jni2-0-0"">Pinch &amp; pack as much as you desire</span></li><li class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""9fp3m-0-0""><span data-offset-key=""9fp3m-0-0"">Tobacco-free<br><br></span></li></ul><h3 class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""fmft8-0-0""><span data-offset-key=""fmft8-0-0"">Discover Cotton Mouth Wintergreen Nicotine Infused Cotton</span></h3><div class="""" data-block=""true"" data-editor=""88lkk"" data-offset-key=""80nm6-0-0""><div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""80nm6-0-0""><span data-offset-key=""80nm6-0-0"">Cotton Mouth Wintergreen Nicotine Infused Cotton features a wintergreen flavor with aromatic evergreen mint and light </span><span data-offset-key=""80nm6-2-0"">sweetness. This nicotine-infused product is available in the form of cotton balls. It is tobacco-free and made with synthetic fibers and synthetic nicotine. Each ball contains approximately 1mg of nicotine, with a total of 99mg per can. Cotton Mouth Wintergreen is available for purchase individually or in packs of 5, 10, 25, or 50 at Northerner.<br><br></span></div></div><div class="""" data-block=""true"" data-editor=""88lkk"" data-offset-key=""8l8rg-0-0""><div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""8l8rg-0-0""><strong>Usage Instructions:</strong><span data-offset-key=""8l8rg-0-1""> Open the Cotton Mouth Wintergreen container and select the desired amount of cotton. We recommend starting with 6-8 balls. Place the product between your upper or lower lip and gum. Keep it in place for 30-45 minutes before removing. To open the container, press down on the side tab located on the top lid marked ""PUSH"" and apply pressure to release the lid.<br><br></span></div></div><h3 class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""6vt4v-0-0""><span data-offset-key=""6vt4v-0-0"">About Cotton Mouth</span></h3><div class="""" data-block=""true"" data-editor=""88lkk"" data-offset-key=""1dgja-0-0""><div class=""public-DraftStyleDefault-block public-DraftStyleDefault-ltr"" data-offset-key=""1dgja-0-0""><a class=""underline hover:!underline text-slate-700 dark:text-slate-200"" href=""https://www.northerner.com/us/cotton-mouth"" rel=""noreferrer""><span data-offset-key=""1dgja-0-0"">Cotton Mouth</span></a><span data-offset-key=""1dgja-1-0""> is a brand that produces oral nicotine products available in five flavors to suit various preferences. The brand caters to adult nicotine users </span><span data-offset-key=""1dgja-3-0"">seeking tobacco-free options.</span></div></div>","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/33/bf/f1/66/66f1bf33660835dbd75068d8/wintergreen_front_edit (1).png?s=x1200,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/30/bf/f1/66/66f1bf306b8606498c0bc5e6/Cotton-Mouth-Wintergreen-New-Tub.jpg?s=x1200,https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/32/bf/f1/66/66f1bf326b8606498c0bc5e7/wintergreen_side (1).png?s=x1200","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/30/bf/f1/66/66f1bf306b8606498c0bc5e6/Cotton-Mouth-Wintergreen-New-Tub.jpg?s=1200x","https://files.plytix.com/api/v1.1/file/public_files/pim/assets/a9/d9/19/63/6319d9a9f060d100017561d5/images/30/bf/f1/66/66f1bf306b8606498c0bc5e6/Cotton-Mouth-Wintergreen-New-Tub.jpg?s=1200x","","Regular","1","Can","1","No","Yes","Propylene glycol, polyester substrate, vegetable glycerin, water, food grade natural & artificial flavoring, triacetin, nicotine, sucralose.","Contains Artificial Sweetners,Contains Flavoring,Contains Nicotine,Gluten Free","Nicokick US,Northerner US","1","1.0 mg/portion"
